"V1","V2","V3"
-24.7612498382389,43.9068759570999,14.3390953742144
-5.49931677772926,4.30456461880715,-4.05193598205476
-7.19642276504103,-36.9473768858682,14.7850880263201
59.6378843141271,30.2588710672688,-41.1843807227885
3.17720464430697,5.50474040241705,32.5850198159571
-8.83092686609244,-43.5900019793758,-44.3458577753125
-36.5650105183808,24.2447785112315,-46.9008418315236
55.7304647953834,-19.0289083896654,27.8014962093272
32.8481315713159,0.941363897157779,-41.4541486061469
-2.88556976771977,-0.439384327547718,-44.8603737324216
52.9789774354808,45.7987324750871,-7.36664516860213
-55.4059702226223,-19.8608513230567,-26.6178445079266
55.2730662293786,19.4146042562104,22.7841213705845
38.3573380828832,-35.375366691783,-4.27700347360653
-6.11533058970376,-5.97698270071401,78.0763157326099
16.6277785682924,39.7415170323527,-2.88782777574969
0.827058282950281,44.5921408179494,52.0120757621127
-40.2560386494478,10.3830504241423,41.7915308983975
