"V1","V2","V3"
32.9356323926513,12.2227444882182,18.9766577089924
8.61351777499206,40.5201777540093,53.2224855507692
-36.7130167146491,-20.5815084692205,-20.9408239890837
-31.0558410177296,54.869972139212,6.38298330859322
66.6666795470524,-18.0062765714278,-12.6113810438038
-1.47425503534918,4.22094891703168,3.00587963638929
1.42819781896708,0.589991911951969,-39.5110226956095
6.84709129285709,32.9265947101858,-62.568335225355
-37.396841908774,-58.870973265992,18.1956006100939
-16.5048790303693,8.08210869884168,75.1779835519846
8.54758212817666,-24.5965565446109,38.6995341052447
-70.8715585447517,-26.3864271568135,12.7163261319683
-35.0447671938802,33.623265621638,-39.6780026906285
2.76648251270706,-33.6989299671619,-30.1207129359098
-16.0200381044773,-31.801666241052,5.47423200126752
-29.5031645036964,-54.2023666192043,-49.1428660146147
41.1495765319674,-31.5958756890999,-42.7783412831751
-43.7982422530463,37.4406727434113,37.6473301854495
