"V1","V2","V3"
20.0052432988958,27.8341840071648,35.1533236553254
7.04595201223296,-63.8558959778588,-30.8404231298067
28.2638181553638,-10.470696440877,-43.6786322388699
-0.0797444868775882,-1.3221494955042,28.7862372944743
4.12146029273443,-26.12721494458,2.56290948930175
-23.5534420752144,-0.214912235741197,-2.15043104358475
-10.8617358520086,2.27744191199169,77.9668209940807
-3.33653083008441,22.9816025712418,-56.167947817825
-49.4325874471589,-25.8295918473689,-4.58226945406109
-10.9919697788561,40.7608307624439,65.4743928851245
-2.6630691368204,-68.6839297355897,13.2925095208733
-4.94313451680003,-14.4489975412436,-62.9693089544678
36.1807630214923,12.8960791327436,67.4102130529671
55.8984392577911,-16.9855942573144,-4.73809914228852
9.21736774823998,8.89766185131093,-17.9808268082878
41.6014523139946,46.6675673979234,-16.1575743811229
-19.6088992287979,71.0307546307231,19.2827552660016
6.09183355041722,53.7157760990303,-25.7851526172064
