"Position.X","Position.Y","Position.Z"
153.937503855327,109.977871257717,62.6226784204359
110.583420756356,153.548961507466,71.040856447316
158.073595337375,78.3502031881208,67.6703429888987
94.9367310309046,134.549424898283,123.431864623589
138.529717760833,118.563496588789,39.6287096907317
16.8511851978077,51.122633565666,50.6052696257346
42.8611449300581,114.877584155302,124.377387267444
115.212552482142,39.8784454639118,38.8762953135238
89.1320244572564,44.5435077017784,132.601049057776
88.5744926191991,113.634362893326,26.5592310069569
121.549030604828,81.9696950425014,39.8406977257441
76.2035587694156,21.2389758309565,62.4754417116338
126.355129540479,79.8722946910277,134.33827753711
84.9013064722639,111.31560914077,135.187191141854
115.672205599272,115.595081286363,22.6544626603819
8.64762633457057,82.4279427218203,77.7282467320133
131.803754039132,43.2082186455758,107.69800731069
15.6532391242444,113.814545493776,80.1610760783996
