"Position.X","Position.Y","Position.Z"
72.7507501970712,129.376836983369,72.2474313070094
103.529276297876,151.239671865161,56.610822702237
46.02884510698,57.9467805170874,53.0370706401368
126.560435521669,27.5997802653642,67.561436470792
93.8913905475099,115.220510807092,118.281725346711
86.3926538353594,143.026586782808,32.1727394444944
49.2610425350897,33.9863510030771,134.597603919412
20.1414065000449,30.2494858291643,64.6891942621231
81.5993756425438,42.355851009002,146.597805954869
49.4974365692233,97.2792927988036,117.952015605945
147.475071080694,71.2482048454083,68.8988478721611
8.13757061420702,63.6587490036871,73.2413026178995
48.4749874932219,91.4259405522165,151.534465858347
62.2300235977094,20.6823780208343,92.1691404492968
94.967630488468,31.9778301983244,21.8641219150875
135.977533218684,101.146647422229,119.402150986857
35.3473677760792,146.495965023656,71.0548220473717
107.472211357279,105.982873310597,73.7716474980523
