"Position.X","Position.Y","Position.Z"
115.358466934488,42.6070735675554,91.5979003463178
43.1125991147443,33.5806364767943,121.343353604163
131.019069869409,135.589781874682,101.287738989765
42.4088016766391,111.730324749544,98.9508969840655
147.611011855519,108.049161645778,68.3930688938842
103.26983556259,41.5234417381575,28.0219999553495
111.869371229634,120.283295046463,144.005728983337
31.6670112119874,132.592113315757,76.1972178374986
74.4361161277674,51.1540567600288,10.5730569745643
94.9311148876606,125.999039520882,27.635919386491
63.2471991292532,20.4248070211595,68.4840890939904
140.920449799553,63.6337812981276,118.426729398093
81.4677422719026,129.221428156785,96.4783968826066
42.6533854079865,28.3392593044229,44.0303358290085
116.977008977604,117.792224455972,51.8993829034446
57.6840794722192,102.167062748978,20.5677884948222
4.64567584402036,83.9075321653776,83.1067046637362
62.4648276028727,48.5578814186181,136.486999306203
