"Position.X","Position.Y","Position.Z"
106.927274651792,89.7664623039307,13.2542027129494
55.9259715067938,25.5231992819524,40.4534956907972
32.733024384127,65.8473841936391,140.191806658093
142.505982188057,92.1275572727822,40.9917716017401
119.510532876936,47.5890287981625,46.9781673564845
24.9373463177485,108.331832823993,98.5932452877696
27.3802416403889,35.9267663234644,89.4256222853951
49.8871181917087,23.4077905344541,124.368451421324
99.5968755239147,138.506433461949,58.5330246647437
131.47885983076,115.753884926542,80.2737002392352
26.2630326623806,137.307904802984,85.479472364036
73.6993788922387,126.843023902512,78.7392678481168
73.2691880210616,136.99420914882,108.569594217143
134.904591451933,86.91750410257,126.968733944804
148.899293280802,57.5043634135326,60.8137660483652
59.9615620588157,4.24277793426782,78.7645483762832
58.1480391439771,79.7813599588966,157.695657647474
38.3096244035973,128.04301526409,31.8202820166155
