"Position.X","Position.Y","Position.Z"
38.8600834326246,113.256893761936,107.30892942436
152.129489003352,75.8372935696166,90.6246229136473
47.8933347865463,138.026983115481,121.606757323343
137.485890490232,124.339187033598,72.4153822057484
101.236017328606,57.8035762130451,69.526887389934
57.1218523530382,69.3183432512973,38.8330794599975
60.2385194552678,81.9660563774443,153.230930359233
38.3222836878751,97.8942366419233,51.1808075091393
143.434821985582,44.9160567500797,71.7920684159021
16.5808555119795,68.9787296795305,97.284093100075
96.7819693057553,98.4715976783384,131.893839005015
89.3456972813917,128.344085026562,141.236652614117
142.867977255222,69.4063495457968,119.231758771735
86.3427545587109,142.418472910812,79.3074769914079
33.5403243341515,39.710793846504,84.1309889349299
43.2889890198816,16.2219435015195,104.661607356146
49.1596558155072,64.5805954849119,107.397318091066
114.435437090111,66.2270227225566,22.5918573936585
