"Position.X","Position.Y","Position.Z"
123.103806680582,109.927168851489,69.9761500088742
102.186485449107,8.49254891701759,58.3218658448919
12.6976221028063,85.4996957007944,101.823207418434
153.285092707876,90.2637053166292,100.465626894509
72.8658978739248,142.378391261096,132.546273285207
35.8889854883921,138.989839432229,70.2737474887994
91.9458134138875,53.7036645411879,5.59919850764381
150.07825330709,60.1986109548725,50.7375369702735
82.3049430603267,20.2525124183686,74.7774659303843
122.973255869784,88.0235471665383,13.175194234348
39.9830293724057,70.0382731507386,37.0773906900097
19.4815121896654,44.2750525419868,78.9607290339073
68.4126467955284,147.350525983227,54.8299190505885
91.1167750146605,44.1881303012722,150.584309643316
86.9380461006176,26.9708752186144,38.0575687692851
121.569207464123,55.2857226150425,24.7749930879715
31.9234713241099,94.8086396824852,133.788657511416
14.5049102402223,109.189889580991,60.8544751280858
