"Position.X","Position.Y","Position.Z"
82.7409792513828,108.677750415985,11.5144875104579
43.3966426301273,79.6493414223707,125.295205511294
111.901045672006,126.353100452362,36.1194152940941
117.665824365876,136.025616990684,121.47466027318
128.926927967035,22.9454845872707,70.4401530568761
50.1495111370579,100.785642204308,42.6667407928488
71.7361371536488,159.497516962724,73.553748308676
89.1772191911907,104.690327710314,154.446997838965
144.526103487342,127.695846536307,98.1179565312306
37.8484129714208,76.1449740782455,16.5121920062857
107.426254533467,21.8768166552076,47.0972018917855
20.8609830288727,86.2333179844518,51.0913219281968
59.9093425730026,127.416205791002,105.293685111196
110.701629073506,40.3408618447764,18.359549631941
57.8108309773766,43.3465925794644,109.441171026163
56.7242645496847,12.2166256748459,88.6129815070328
29.0332598544624,31.393647507713,63.8819364198528
87.2146637063019,132.764953344577,137.720190001168
