"Position.X","Position.Y","Position.Z"
136.471017955328,82.5965685031062,27.6010338097089
120.37978344556,38.1017413298975,81.9175283792472
50.9849287169421,19.2228071609223,68.7558074986909
20.6335102423523,109.874925257779,95.8571023386686
106.297244681737,11.1267760336681,53.0718290639848
69.2074176641411,28.2626491467578,129.81903515785
110.573120993461,16.390367657983,95.1234354150654
98.5222687570226,126.7472315208,28.1045180378418
23.5462769863232,54.5239241146575,130.562580673148
55.8713262859431,120.406799870404,43.5792188565008
140.791684582908,81.093036553862,59.8962815642409
71.7931173433004,140.670329127457,56.6516336343811
107.360815955545,134.786292117796,120.39790921474
57.9703306496516,127.458630202701,81.0650280110045
119.552664323433,91.4242260390417,106.394124513534
127.633796674604,119.000808195652,133.569244807536
43.6866173874172,126.487178292032,132.998871700436
31.0016941563242,32.2831038680914,44.9969835852042
