"V1","V2","V3"
-20.6856063464214,23.9761735269862,-55.2476458666038
40.3124639211408,-42.4726273617444,54.0214263706629
-68.4778958264718,-7.08255489591464,-6.1308125335547
-21.0524957086659,23.0790921501248,7.34770701066494
2.23012158893874,10.4763260627885,42.261814413173
6.26483989888929,-4.30893161304219,0.774516400535279
-24.1816984300924,-34.2952985758354,20.0332342407859
-34.1729952195513,-59.5597311055827,-8.46044042022428
45.1361819224001,62.6307318467345,18.5944339979956
45.4093022046178,-5.3939349690825,31.7902087540561
9.13698505806464,-9.36404567882825,-64.7772051817434
-44.4128717864951,-27.7875269285469,-29.947352908227
-33.4665204341088,6.84745328970748,-13.5735759954602
0.199884563271181,11.6307608271473,-37.6636878994384
-1.69200853551397,-2.98897380405884,79.5116697143038
8.85129188897309,38.431876727008,10.2926318469319
49.2424877566142,-18.2412522544329,2.02526614379278
-52.5584348130418,-21.8410818570557,55.3470280059442
