"V1","V2","V3"
-0.902042015808923,47.4265175130995,-12.6013278729628
-14.3662383476288,-61.7134939312872,8.61932635772205
5.75164750673482,6.45989139552177,22.8128948119877
5.53853127029068,-3.31422051936338,-78.7315498609294
23.7301415573361,-15.4542854440008,-0.000783570850811439
15.240023703093,-18.8745493144572,70.3676500015959
-19.7668010554721,10.2504166978649,0.583927069072596
38.9321662216543,-4.80120192218512,-41.7400154555725
20.3109812094141,21.1799995003866,-33.6090657313498
23.9183727846997,-61.7537738507405,10.1204748639184
16.5373618632594,-31.0748552726721,-49.615349768991
-13.5617151503049,-28.5528451392856,62.128078447902
-2.37180861141699,-16.1404865513304,-31.9411942770155
-7.98747286582775,26.3741847377089,74.0615196705927
-10.4900453571685,-22.6757176749495,8.41082620481769
-54.2581273335215,28.1643611985644,42.6143463983648
37.4552815909791,63.3938634138144,33.6432797826679
-11.9555607516852,21.8933460254091,-72.2089654600336
