"V1","V2","V3"
45.8614028691464,39.5132478864396,3.30768970554454
0.54495560577241,0.164671832169982,0.449649321217744
9.12144795978205,33.7332414904816,21.3088086828176
-5.58718336068418,31.6074787854865,-45.0866603821592
-15.8078483060479,-54.5044228327694,-23.3218535529679
24.3948866764555,40.5336905694889,50.7896701166794
-18.6856315141505,49.5429432992072,-1.32159885253764
37.8343875122768,-19.7296256756695,2.51133058882084
19.550641539299,1.74939106368725,65.5362408120764
-12.4855063474854,-20.7707619066239,76.5626419281484
-40.501083413593,14.1973573326253,30.0877273887346
56.5455607555428,11.3277674525748,3.8888791263954
-60.2918548256154,3.349310287974,-15.0696791905586
-0.255148900674788,1.47450883078189,-48.4124598745504
17.8914104928681,-58.0878378782473,0.802494771378284
-5.84013609646279,3.0128787723817,38.1384637358845
37.6255097664393,-9.105573724788,-61.6014283992575
-20.4001399773069,-26.7093411349138,12.5307634917029
