"V1","V2","V3"
0.136796890761119,1.81968304980897,-76.5557501559124
6.09801282011543,61.6114457414951,-31.0516752673003
13.0641576141035,-17.3430594408832,3.02094674532345
-1.85288843585286,10.3275034711325,-11.4341671930798
43.9943199093421,30.4305334444037,-52.0596826728524
68.4435288201731,-13.795010573519,15.7821439909352
32.9480915050245,44.7015185209142,-23.3038333125705
-0.727593850314299,-22.7865123437415,65.3347600310893
46.6634084361677,-1.58553490444688,-8.16924033668974
16.858251782615,-47.5500947244061,-59.6832030610953
38.667613693686,-5.57202106312911,54.0487650589263
-13.3798721614377,5.59273003085329,48.6061313276712
57.3870639055305,44.6660514774826,17.1811703223651
-14.5076500527491,-44.4687672710535,-46.7058530191923
-56.4989163952506,-18.780466165609,-51.6626014007239
10.966128504101,30.899971127972,24.6770282746721
-46.966968483709,-34.1407510185758,-17.9259775960612
-48.0743102199965,16.6003385355421,-60.8019939803885
