"V1","V2","V3"
-8.11959208359138,-2.7798181337078,-50.3535372522867
-21.9774744308748,6.36654086381261,59.4545849694018
-1.84681316710258,-1.57991363851197,1.73380216685276
-3.98396434164585,23.614749702909,-18.6639167910284
48.217210371002,5.25955325233647,2.32888893778095
15.2873533738081,-31.1442045000068,-11.568872768568
-16.6041862340181,-40.3945563438798,13.5175077950915
13.2220001046924,56.6461513983664,42.9964718654976
-29.3808155866241,-13.4107706609676,31.94035531125
-13.6891634491783,65.7272156878864,-25.1173820371792
-70.1644881572657,-34.5275898818859,-0.970494606113938
-61.7623090374822,36.4543275390195,-24.9274492438189
26.6250862770777,1.5690281644868,-50.774378175138
53.9534690882679,20.36418703484,53.1472546940876
39.83704918959,50.5421179954006,16.1634549772062
9.07069062189489,16.6834726898294,43.3460526270769
2.54271757198275,-22.6400120426746,75.1527906893395
19.9012921197699,-15.8189919747814,37.0297474922957
